"Kvittonamn","Varugrupp","Pris","Volym","AntalSålda","Alkoholhalt","APK"
"Marolo Arneis Vigneto Renes 50% 500","Avec",538,500,2,50,0.464684014869888
"Diplomático Reserva 40% 700ml","Avec",385,700,66,40,0.727272727272727
"Grönstedts VO 40% 500ml","Avec",297,500,306,40,0.673400673400673
"Jean Fillioux Cigar Club 40% 700ml","Avec",1721,700,3,40,0.162696106914585
"A E Dor XO 40% 700ml","Avec",1805,700,3,40,0.155124653739612
"Cognac VSOP Guy Pinard 40% 700ml","Avec",494,700,6,40,0.566801619433198
"Daron XO 40% 700ml","Avec",477,700,47,40,0.587002096436059
"Daron Fine 40% 500ml","Avec",242,500,12,40,0.826446280991736
"A E Dor Napoléon 40% 700ml","Avec",1307,700,3,40,0.214231063504208
"Diplomático Ambassador 47% 700ml","Avec",2150,700,174,47,0.153023255813953
"Zacapa XO 40% 700ml","Avec",999,700,447,40,0.28028028028028
"La Vigannerie Millesime 80 700ml","Avec",1300,700,2,42,0.226153846153846
"Armagnac de Montal 1912 40% 200 ml","Avec",4297,200,2,40,0.0186176402141029
"Appleton Estate Rare 12y 43% 700ml","Avec",379,700,5173,43,0.794195250659631
"La Vigannerie Fine 40% 700ml","Avec",399,700,8,40,0.701754385964912
"La Vigannerie XO 42% 700ml","Avec",950,700,2,42,0.309473684210526
"Ron de Jeremy Res 41,5% 700 ml","Avec",403,700,310,41.5,0.720843672456576
"Pusser's Rum British Navy 54,5% 700","Avec",492,700,116,54.5,0.775406504065041
"Tabu Classic Strong Absinth 73% 500","Avec",668,500,45,73,0.546407185628742
"Atlantico Private Cask 40% 700ml","Avec",519,700,406,40,0.539499036608863
"Promenade en Cognac 42% 3x200ml","Avec",648,600,56,42,0.388888888888889
"Negrita Dark 37,5% 700 ml","Avec",219,700,396,37.5,1.1986301369863
"Coeur de Lion Pays d'Aug 82 42% 700","Avec",2406,700,3,42,0.122194513715711
"A E Dor No 6 40% 700ml","Avec",2979,700,6,40,0.0939912722390064
"A E Dor No 7 42% 700ml","Avec",3775,700,4,42,0.0778807947019867
"Grappa Vinsanto Nannoni 42% 500ml","Avec",540,500,3,42,0.388888888888889
"Grappa Gran Riserva Nannoni 42% 500","Avec",605,500,17,42,0.347107438016529
"Grappa Bianca Levi Romano 45% 700ml","Avec",875,700,7,45,0.36
"Grappa Riserva Levi Romano 45% 700","Avec",885,700,6,45,0.355932203389831
"Dictador 12y 40% 700ml","Avec",453,700,78,40,0.618101545253863
"Dictador 20y 40% 700ml","Avec",603,700,86,40,0.464344941956882
"Poire Wil Eau-de-Vie Léon B 43% 700","Avec",429,700,43,43,0.701631701631702
"Nardini Grappa Riserva 50% 700ml","Avec",599,700,54,50,0.584307178631052
"Barsol Pisco 41,5% 700ml","Avec",552,700,20,41.5,0.526268115942029
"Barsol Pisco Selecto A 40,5% 700ml","Avec",488,700,19,40.5,0.58094262295082
"Père Magloire VSOP 40% 500ml","Avec",299,500,8,40,0.668896321070234
"Ron Quorhum Solera 23 y 42% 500 ml","Avec",379,500,34806,42,0.554089709762533
"Hine Rare VSOP 40% 700 ml","Avec",489,700,478,40,0.572597137014315
"Hine Antique XO Premier Cru 40% 700","Avec",1445,700,23,40,0.193771626297578
"Monnet VS 40% 700ml","Avec",339,700,5,40,0.825958702064897
"Angostura 7 years 40% 700ml","Avec",344,700,34,40,0.813953488372093
"Angostura 5 years 40% 700ml","Avec",319,700,7,40,0.877742946708464
"Angostura Reserva 37,5% 700ml","Avec",279,700,12,37.5,0.940860215053763
"Angostura Orange Bitters 28% 100ml","Avec",110,100,957,28,0.254545454545455
"Roslags Svenska Hallon Prem 11 500","Avec",666,500,2,42,0.315315315315315
"Fam Estève Très Vieux Cog 40% 500ml","Avec",900,500,12,40,0.222222222222222
"Sasso Poggio Grappa Toscana 40% 500","Avec",301,500,4,40,0.664451827242525
"Prinz Fatlagr päronsprit Alte W 41%","Avec",395,500,21,41,0.518987341772152
"Damoiseau Rhum Vieux XO 42% 700ml","Avec",529,700,7,42,0.555765595463138
"Coeur de Lion Sélection 40% 350ml","Avec",320,350,11,40,0.4375
"Coeur de Lion VSOP 40% 350ml","Avec",467,350,9,40,0.299785867237687
"Elisabeth Fine Cognac VSOP 40% 500","Avec",415,500,19,40,0.481927710843373
"Vieux Télégraphe Marc 00 42% 1750ml","Avec",1800,1750,3,42,0.408333333333333
"Eau-de-Vie Poire William 43% 1500ml","Avec",950,1500,6,43,0.678947368421053
"Fiji Rum Raw Cask 11y 63,9% 700","Avec",1044,700,9,63.9,0.428448275862069
"Amaro Montenegro 23% 700ml","Avec",349,700,100,23,0.461318051575931
"Meukow ***** 40% 350 ml","Avec",175,350,721,40,0.8
"Ice Cognac by ABK6 40% 700ml","Avec",463,700,15,40,0.60475161987041
"Quintessentia Amaro Nonino 35% 700","Avec",329,700,51,35,0.74468085106383
"Beccaris Grappa Barbera 99 42% 700","Avec",605,700,13,42,0.48595041322314
"Boulard Calvados XO Auguste 40% 700","Avec",1700,700,12,40,0.164705882352941
"Dos Maderas PX 5+5 40% 700ml","Avec",409,700,356,40,0.684596577017115
"Beccaris Grappa d Barolo 01 42% 700","Avec",605,700,19,42,0.48595041322314
"Grande Absente 69% 700ml","Avec",519,700,6,69,0.930635838150289
"Prinz Fatl Plommonsprit 41% 500ml","Avec",395,500,13,41,0.518987341772152
"Beccaris Grappa Stravé 96 42% 700ml","Avec",640,700,7,42,0.459375
"Prinz Fatl Skogshallonsprit 41% 500","Avec",395,500,8,41,0.518987341772152
"Prinz Hasselnötsnaps 40% 500","Avec",395,500,13,40,0.506329113924051
"Grappa I Tre Lustri 42% 700ml","Avec",929,700,3,42,0.316469321851453
"Le Reviseur XO 10y 40% 350ml","Avec",189,350,27,40,0.740740740740741
"Atlantico Reserva 40% 700ml","Avec",449,700,39,40,0.623608017817372
"Delamain Swedish XO 40% 500ml","Avec",479,500,9,40,0.417536534446764
"Coquerel Fine Calvados 40% 700ml","Avec",303,700,16,40,0.924092409240924
"Coquerel VSOP 40% 700ml","Avec",363,700,15,40,0.771349862258953
"Grappa Barbera 42% 500 ml","Avec",269,500,8950,42,0.780669144981413
"Samalens 44,6% 500 ml","Avec",599,500,1155,44.6,0.37228714524207
"Rhum Rhum Liberation 10 45% 700ml","Avec",952,700,7,45,0.330882352941176
"Paulsen Collec Seale's 98 40% 700","Avec",724,700,10,40,0.386740331491713
"Botran Solera 1893 Gr Res 40% 700ml","Avec",439,700,186,40,0.637813211845103
"Cognac Bonnefon Fine Cognac 40% 500","Avec",239,500,10,40,0.836820083682008
"The Bitter Truth Pink Gin 40% 700ml","Avec",505,700,7,40,0.554455445544555
"Samaroli Yehmon Rom NoAge 45% 700ml","Avec",1253,700,4,45,0.251396648044693
"Samaroli Brasil Rum 99 45% 700ml","Avec",1002,700,2,45,0.31437125748503
"Bitter Truth Celery Bitters 44% 200","Avec",278,200,15,44,0.316546762589928
"Bitter Truth Jerry Thomas 30% 200ml","Avec",262,200,8,30,0.229007633587786
"Bitter Truth Lemon Bitters 39% 200","Avec",259,200,7,39,0.301158301158301
"Bitter Truth Orange Bitters 39% 200","Avec",259,200,37,39,0.301158301158301
"Bitter Truth Xocolatl Mole 44% 200","Avec",278,200,17,44,0.316546762589928
"Bitter Truth Grapefruit Bit 44% 200","Avec",278,200,18,44,0.316546762589928
"Bitter Truth Aromatic Bitte 39% 200","Avec",259,200,6,39,0.301158301158301
"Bitter Truth Creole Bitters 39% 200","Avec",259,200,24,39,0.301158301158301
"Metaxa ***** 38% 700ml","Avec",269,700,644,38,0.988847583643123
"Bache Gabrielsen VSOP 40% 700ml","Avec",349,700,62,40,0.802292263610315
"Le Diciotto Lune Stravecchi 41% 500","Avec",575,500,9,41,0.356521739130435
"Stroh 40 40% 700ml","Avec",249,700,50,40,1.12449799196787
"El Dorado 15y 43% 700 ml","Avec",519,700,5334,43,0.579961464354528
"Dos Maderas PX 5+5y 40% 500ml","Avec",309,500,29,40,0.647249190938511
"Ch Breuil XO Rés Seign 20a 41% 700","Avec",789,700,46,41,0.363751584283904
"Ron Montero Grand Reserva 40% 700","Avec",402,700,11,40,0.696517412935323
"Dr Adam Dandelion Burdock 42% 100ml","Avec",286,100,5,42,0.146853146853147
"Mekhong 35% 350ml","Avec",159,350,160,35,0.770440251572327
"Bellevue 14y 98 52,3% 700ml","Avec",1033,700,2,52.3,0.354404646660213
"Isla del Ron Guyana 88 52,6% 700ml","Avec",1886,700,2,52.6,0.195227995758218
"Grappa di Amarone Righetti 45% 500","Avec",320,500,34,45,0.703125
"Flamboyant Vieux Rhum 40% 700ml","Avec",603,700,5,40,0.464344941956882
"Mernaya Honey & Pepper 40% 200ml","Avec",82,200,3,40,0.975609756097561
"Mernaya Honey & Pepper 40% 700ml","Avec",258,700,2,40,1.08527131782946
"T.J. Pottinger Sugar Shine 50% 375","Avec",233,375,3.01333333333333,50,0.804721030042919
"St James Cuv Sp Tres Vieux 43% 500","Avec",595,500,9,43,0.361344537815126
"Neisson XO Cuv 3eme Millena 45% 700","Avec",1395,700,9,45,0.225806451612903
"Charles de Granville Fine 40% 700ml","Avec",409,700,13,40,0.684596577017115
"Charles Granville Hors d'Ag 40% 700","Avec",610,700,7,40,0.459016393442623
"Coeur de Lion 93 42% 700ml","Avec",1543,700,3,42,0.190537913156189
"Abbaye de Madion XO 6 Ans 40% 700","Avec",487,700,156,40,0.574948665297741
"Armagnac Nismes Delclou VSOP 500ml","Avec",359,500,20,40,0.557103064066852
"Armagnac Nismes Declou XO 500ml","Avec",469,500,19,40,0.426439232409382
"Rhum Barbancourt 4y 40% 700ml","Avec",491,700,2,40,0.570264765784114
"Borgoe Grand Reserve 8y 40% 700ml","Avec",641,700,3,40,0.436817472698908
"Centenario Fundación 20y 40% 700ml","Avec",731,700,8,40,0.383036935704514
"Opthimus 18y 38% 700ml","Avec",791,700,79,38,0.336283185840708
"Eau-de-Vie ** 38% PET 700 ml","Avec",230,700,47301,38,1.15652173913043
"Dalla Cia PN Chard Husk 43% 500 ml","Avec",352,500,3,43,0.610795454545455
"Altissima Vulgaris 40% 500ml","Avec",548,500,5,40,0.364963503649635
"Capovilla Grap Mosc Giallo 41% 500","Avec",684,500,7,41,0.299707602339181
"Capovilla Grappa CS 41% 500ml","Avec",684,500,3,41,0.299707602339181
"Capovilla Grappa Amarone 41% 500ml","Avec",684,500,8,41,0.299707602339181
"Capovilla Grappa Brunell 05 44% 500","Avec",698,500,5,44,0.315186246418338
"Marolo Grappa di Moscato 42% 11 700","Avec",639,700,3,42,0.460093896713615
"Marolo Grappa Barbaresco 00 44% 700","Avec",648,700,11,44,0.475308641975309
"Le Crode Fine Grappa Cabern 43% 700","Avec",539,700,2,43,0.558441558441558
"Levi Grappa Donna Moscato 42% 700","Avec",862,700,10,42,0.341067285382831
"Francoli Grappa Ris Nebbi 41,5% 700","Avec",525,700,13,41.5,0.553333333333333
"Francoli Grappa Brachetto 41,5% 700","Avec",435,700,2,41.5,0.667816091954023
"Francoli Grappa Nebbiolo 41,5% 700","Avec",430,700,3,41.5,0.675581395348837
"Francoli Grappa Barrique 42,5% 700","Avec",505,700,4,42.5,0.589108910891089
"Francoli Grappa Ris Mosca 41,5% 700","Avec",525,700,7,41.5,0.553333333333333
"Vecchia Romagna Nera 38% 700ml","Avec",298,700,61,38,0.89261744966443
"Prinz Fatlagr Aprikossnaps 41% 500","Avec",395,500,8,41,0.518987341772152
"Saint James Reserve 43% 700ml","Avec",299,700,16,43,1.0066889632107
"Saint James Heritage 40% 700ml","Avec",259,700,11,40,1.08108108108108
"Bache Gabrielsen XO 40% 1,5L","Avec",1200,1500,4,40,0.5
"Cubaney Centenario 41% 700ml","Avec",1402,700,9,41,0.204707560627675
"Brugal 1888 GR Familiar 40% 700 ml","Avec",499,700,690,40,0.561122244488978
"Bache Gabr Chris Cog XO 40% 500 ml","Avec",401,500,57,40,0.498753117206983
"Avec 36% 10x50ml","Avec",299,500,2938,36,0.602006688963211
"Red Glade Balsam 40% 500ml","Avec",395,500,3,40,0.506329113924051
"Balsam Fanagoria 40% 500ml","Avec",395,500,2,40,0.506329113924051
"Hardy VSOP 40% 700ml","Avec",438,700,13,40,0.639269406392694
"Hardy VSOP Organic 40% 700ml","Avec",496,700,8,40,0.564516129032258
"Ararat ***** 5y 40% 500ml","Avec",253,500,169,40,0.790513833992095
"Ararat Akhtamar 10y 40% 500ml","Avec",352,500,70,40,0.568181818181818
"Ararat Nairi 20y 40% 500ml","Avec",602,500,8,40,0.332225913621262
"Diplomatico Single Vintage 43% 700","Avec",1150,700,2861,43,0.261739130434783
"Rum Swedes Guyana 02 61% 700ml","Avec",946,700,8,61,0.451374207188161
"La Selva Grappa Toscana 40% 500ml","Avec",390,500,5,40,0.512820512820513
"La Selva Grappa Toscana Ris 40% 500","Avec",420,500,8,40,0.476190476190476
"Wista Härads Apel 40% 500ml","Avec",527,500,63,40,0.379506641366224
"Jean Fillioux 92 42% 700ml","Avec",1486,700,6,42,0.197846567967699
"Jean Fillioux Elegantissime 41% 700","Avec",1619,700,4,41,0.177269919703521
"Jing Jo 35% 500ml","Avec",271,500,53,35,0.645756457564576
"Delamain Vintage 73 40% 700ml","Avec",4030,700,3,40,0.0694789081885856
"Zaya Gran Reserva 12 yo 40% 700 ml","Avec",679,700,266,40,0.412371134020619
"Leblon Cachaca 40% 700ml","Avec",490,700,3,40,0.571428571428571
"Coeur de Calvados 40% 700 ml","Avec",269,700,34,40,1.04089219330855
"Marolo Grappa Barolo Coll 50% 4X200","Avec",1132,800,12,50,0.353356890459364
"Origenes Reserva Especi 18y 40% 700","Avec",749,700,65,40,0.373831775700935
"Fernet-Branca 39% 3L","Avec",1399,3000,40,39,0.836311651179414
"Torres El Gobernador Pisco 40% 700","Avec",299,700,159,40,0.936454849498328
"Eric Bordelet Calvados 97 51% 500","Avec",852,500,5,51,0.299295774647887
"Kappa Pisco 42,5% 700 ml","Avec",451,700,7,42.5,0.659645232815965
"Veterano 8a Generación 36% 700ml","Avec",309,700,151,36,0.815533980582524
"Rum Ryoma 7y 40% 700ml","Avec",800,700,15,40,0.35
"Calvados La Ribaude 40% 700ml","Avec",300,700,10,40,0.933333333333333
"Auld Rare Brandy 7y 40% 500ml","Avec",333,500,20,40,0.600600600600601
"St James Single Cask 98 43,8% 700ml","Avec",909,700,15,43.8,0.337293729372937
"Grönstedts National 14 40% 500ml","Avec",759,500,8,40,0.263504611330698
"Kretaraki 1L","Avec",434,1000,5,40,0.921658986175115
"Kretaraki 200ml","Avec",123,200,3,40,0.650406504065041
"Braastad XO 40% 500 ml","Avec",349,500,22668,40,0.573065902578797
"Äppelbrännvin 38,1% 500ml","Avec",392,500,2,38.1,0.485969387755102
"Äppelbrännvin 38,1% 200ml","Avec",174,200,28,38.1,0.437931034482759
"Äppelbrandy 40,7% 200ml","Avec",218,200,231,40.7,0.373394495412844
"Äppelbrandy 40,7% 500ml","Avec",494,500,26,40.7,0.411943319838057
"Don Papa Rum 40% 700ml","Avec",374,700,1354,40,0.748663101604278
"Prinz Hausschnaps 34% 500ml","Avec",298,500,12,34,0.570469798657718
"Ron Millonario Rese Sol 15 40% 700","Avec",498,700,286,40,0.562248995983936
"Grappa di Barolo 98 45% 500ml","Avec",1092,500,6,45,0.206043956043956
"Rum Nation Demera Solera 14 40% 700","Avec",500,700,2,40,0.56
"Grappa di Barolo Opera 43% 500ml","Avec",706,500,2,43,0.304532577903683
"Ron Millonario Res Espe XO 40% 700","Avec",891,700,155,40,0.314253647586981
"Grappa di Barolo 43% 700ml","Avec",748,700,4,43,0.402406417112299
"Grappa di Moscato 40% 700ml","Avec",750,700,4,40,0.373333333333333
"The Rum Swedes Caroni 99 61% 700ml","Avec",978,700,3,61,0.436605316973415
"Gute Restu Äppelcider 40% 500ml","Avec",428,500,24,40,0.467289719626168
"Roslags WP 40% 500ml","Avec",349,500,228,40,0.573065902578797
"Noble Selected 50% 700ml","Avec",399,700,735,50,0.87719298245614
"Château du Breuil 15 Ans 41% 700ml","Avec",599,700,26,41,0.479131886477462
"Ch Breuil Chocolate Blend 41% 700ml","Avec",659,700,9,41,0.435508345978756
"Farina Grappa di Amarone 42% 700ml","Avec",499,700,52,42,0.589178356713427
"HolyS SR Solera Rum GL 8y 37,5% 700","Avec",449,700,147,37.5,0.584632516703786
"Ron Los Valientes 43% 500ml","Avec",499,500,13,43,0.430861723446894
"Château du Breuil 14y Doubl 41% 700","Avec",699,700,13,41,0.410586552217453
"Dictador XO Perpetual 40% 700ml","Avec",761,700,17,40,0.367936925098555
"Gammel Dansk Shot Chili Lak 32% 700","Avec",259,700,592,32,0.864864864864865
"Godet Excellence XO 40% 350","Avec",289,350,1100,40,0.484429065743945
"Fontpinot XO 41% 700ml","Avec",962,700,16,41,0.298336798336798
"Grappa Affinata Gewur 41% 700ml","Avec",811,700,2,41,0.353884093711467
"Grappa Affinata Chardonna 45% 700ml","Avec",811,700,2,45,0.388409371146732
"La Part des Anges XO Ed Ex 40% 700","Avec",1495,700,106,40,0.187290969899666
"Etter Framboise 41% 700ml","Avec",772,700,13,41,0.371761658031088
"Gute Äppelbrandy XO 38% 500ml","Avec",429,500,4,38,0.442890442890443
"Gute Brandy XO 40% 500ml","Avec",428,500,8,40,0.467289719626168
"ABK6 VSOP Sing Es 40% 700ml","Avec",349,700,4767,40,0.802292263610315
"Doorly's XO 40% 700 ml","Avec",389,700,6005,40,0.719794344473008
"Flying Dutch Dark Rum No3 40% 700ml","Avec",519,700,8,40,0.539499036608863
